Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HN-score(HN5)	organism	start1 (bp)	end1 (bp)	GOSlim GOA Accession(s)	GOSlim GOA Description
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0005622	intracellular anatomical structure
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0005737	cytoplasm
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0005829	cytosol
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0009058	biosynthetic process
Os02g0466400	R_2	15697843	15699151	52	rice	15697843	15699151	GO:0005975	carbohydrate metabolic process
Os08g0117900	R_8	984069	987922	52	rice	984069	987922	GO:0005575	cellular_component
Os08g0117900	R_8	984069	987922	52	rice	984069	987922	GO:0005886	plasma membrane
Os08g0117900	R_8	984069	987922	52	rice	984069	987922	GO:0016020	membrane
Os10g0164500	R_10	4445399	4466927	52	rice	4445399	4466927	GO:0003674	molecular_function
Os10g0164500	R_10	4445399	4466927	52	rice	4445399	4466927	GO:0003824	catalytic activity
Os10g0164500	R_10	4445399	4466927	52	rice	4445399	4466927	GO:0005575	cellular_component
Os10g0164500	R_10	4445399	4466927	52	rice	4445399	4466927	GO:0016020	membrane
Os10g0164500	R_10	4445399	4466927	52	rice	4445399	4466927	GO:0005488	binding
Os06g0172800	R_6	3675795	3679085	52	rice	3675795	3679085	GO:0003674	molecular_function
Os06g0172800	R_6	3675795	3679085	52	rice	3675795	3679085	GO:0003824	catalytic activity
Os06g0172800	R_6	3675795	3679085	52	rice	3675795	3679085	GO:0008150	biological_process
Os06g0172800	R_6	3675795	3679085	52	rice	3675795	3679085	GO:0008152	metabolic process
Os06g0172800	R_6	3675795	3679085	52	rice	3675795	3679085	GO:0009058	biosynthetic process
Os06g0172800	R_6	3675795	3679085	52	rice	3675795	3679085	GO:0005975	carbohydrate metabolic process
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0008150	biological_process
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0008152	metabolic process
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0036211	protein modification process
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0019538	protein metabolic process
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0005575	cellular_component
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0005622	intracellular anatomical structure
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0005634	nucleus
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0003674	molecular_function
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0005488	binding
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0003824	catalytic activity
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0016740	transferase activity
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0009987	cellular process
Os01g0719100	R_1	29965312	29970765	52	rice	29965312	29970765	GO:0009056	catabolic process
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0003674	molecular_function
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005515	protein binding
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005488	binding
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0008150	biological_process
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0006950	response to stress
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0009628	response to abiotic stimulus
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0009987	cellular process
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0000166	nucleotide binding
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005575	cellular_component
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005886	plasma membrane
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0016020	membrane
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005622	intracellular anatomical structure
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005737	cytoplasm
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0005829	cytosol
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0003824	catalytic activity
Os08g0500700	R_8	24719203	24723184	52	rice	24719203	24723184	GO:0016787	hydrolase activity
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0008150	biological_process
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0009987	cellular process
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0008152	metabolic process
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0009058	biosynthetic process
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0006139	nucleobase-containing compound metabolic process
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0003674	molecular_function
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0005488	binding
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0003676	nucleic acid binding
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0003677	DNA binding
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0003700	DNA-binding transcription factor activity
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0140110	transcription regulator activity
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0005575	cellular_component
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0005622	intracellular anatomical structure
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0005634	nucleus
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0006950	response to stress
Os09g0526600	R_9	20591252	20595143	52	rice	20591252	20595143	GO:0009628	response to abiotic stimulus
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0003674	molecular_function
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0005515	protein binding
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0005488	binding
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0008150	biological_process
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0009987	cellular process
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0000166	nucleotide binding
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0005575	cellular_component
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0005622	intracellular anatomical structure
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0005737	cytoplasm
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0005783	endoplasmic reticulum
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0009507	chloroplast
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0009536	plastid
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0003824	catalytic activity
Os09g0474300	R_9	18150645	18155423	51	rice	18150645	18155423	GO:0016787	hydrolase activity
Os02g0629800	R_2	25190487	25191188	51	rice	25190487	25191188	GO:0005575	cellular_component
Os02g0629800	R_2	25190487	25191188	51	rice	25190487	25191188	GO:0005576	extracellular region
Os02g0629800	R_2	25190487	25191188	51	rice	25190487	25191188	GO:0008150	biological_process
Os02g0629800	R_2	25190487	25191188	51	rice	25190487	25191188	GO:0006950	response to stress
Os02g0629800	R_2	25190487	25191188	51	rice	25190487	25191188	GO:0003674	molecular_function
Os02g0629800	R_2	25190487	25191188	51	rice	25190487	25191188	GO:0005488	binding
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0003674	molecular_function
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005515	protein binding
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005488	binding
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0008150	biological_process
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0009987	cellular process
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0003824	catalytic activity
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0016787	hydrolase activity
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005575	cellular_component
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005622	intracellular anatomical structure
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0016020	membrane
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005737	cytoplasm
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005773	vacuole
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0000166	nucleotide binding
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0005739	mitochondrion
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0006950	response to stress
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0042221	response to chemical
Os09g0491772	R_9	18987999	18991156	51	rice	18987999	18991156	GO:0009628	response to abiotic stimulus
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0005575	cellular_component
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0005622	intracellular anatomical structure
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0003674	molecular_function
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0005488	binding
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0003676	nucleic acid binding
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0003677	DNA binding
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0000166	nucleotide binding
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0008150	biological_process
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0009987	cellular process
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0006950	response to stress
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0008152	metabolic process
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0006259	DNA metabolic process
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0006139	nucleobase-containing compound metabolic process
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0016043	cellular component organization
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0007049	cell cycle
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0000003	reproduction
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0003824	catalytic activity
Os05g0498300	R_5	24522895	24534335	51	rice	24522895	24534335	GO:0005634	nucleus
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0005575	cellular_component
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0005622	intracellular anatomical structure
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0005634	nucleus
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0003674	molecular_function
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0005488	binding
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0003723	RNA binding
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0003676	nucleic acid binding
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0008150	biological_process
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0009987	cellular process
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0008152	metabolic process
Os01g0719400	R_1	29995196	29999996	51	rice	29995196	29999996	GO:0006139	nucleobase-containing compound metabolic process
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0005575	cellular_component
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0005576	extracellular region
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0003674	molecular_function
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0003824	catalytic activity
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0016787	hydrolase activity
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0008150	biological_process
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0008152	metabolic process
Os08g0518800	R_8	25758874	25759533	51	rice	25758874	25759533	GO:0005975	carbohydrate metabolic process
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0003674	molecular_function
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0005488	binding
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0000166	nucleotide binding
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0005575	cellular_component
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0005622	intracellular anatomical structure
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0005737	cytoplasm
Os03g0822700	R_3	34536280	34539296	50	rice	34536280	34539296	GO:0005783	endoplasmic reticulum
Os02g0612200	R_2	24098151	24099882	50	rice	24098151	24099882	GO:0003674	molecular_function
Os02g0612200	R_2	24098151	24099882	50	rice	24098151	24099882	GO:0005488	binding
Os02g0612200	R_2	24098151	24099882	50	rice	24098151	24099882	GO:0000166	nucleotide binding
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0008150	biological_process
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0009987	cellular process
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0008152	metabolic process
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0036211	protein modification process
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0019538	protein metabolic process
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0003674	molecular_function
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0005488	binding
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0000166	nucleotide binding
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0003824	catalytic activity
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0016740	transferase activity
Os01g0699400	R_1	28933836	28935191	49	rice	28933836	28935191	GO:0016301	kinase activity
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0008150	biological_process
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0009987	cellular process
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0008152	metabolic process
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0006091	generation of precursor metabolites and energy
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0003674	molecular_function
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0003824	catalytic activity
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0005575	cellular_component
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0005622	intracellular anatomical structure
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0005737	cytoplasm
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0005829	cytosol
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0048856	anatomical structure development
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0007275	multicellular organism development
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0009507	chloroplast
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0009536	plastid
Os09g0315700	R_9	8692296	8697399	49	rice	8692296	8697399	GO:0005576	extracellular region
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0003674	molecular_function
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0005488	binding
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0008289	lipid binding
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0008150	biological_process
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0009607	response to biotic stimulus
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0009605	response to external stimulus
Os01g0849000	R_1	36484020	36484818	49	rice	36484020	36484818	GO:0006950	response to stress
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0005575	cellular_component
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0005622	intracellular anatomical structure
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0005634	nucleus
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0005737	cytoplasm
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0008150	biological_process
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0009987	cellular process
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0008152	metabolic process
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0006139	nucleobase-containing compound metabolic process
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0003674	molecular_function
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0005515	protein binding
Os04g0558200	R_4	27980869	27982048	49	rice	27980869	27982048	GO:0005488	binding
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0008150	biological_process
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0003674	molecular_function
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0005515	protein binding
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0005488	binding
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0009987	cellular process
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0005575	cellular_component
Os06g0231300	R_6	6794151	6796570	48	rice	6794151	6796570	GO:0005622	intracellular anatomical structure
